Time_sec,Temp_F,Temp_C,Temp_K
18.787,59.0087976539589,15.0048875855327,288.154887585533
18.927,59.0087976539589,15.0048875855327,288.154887585533
19.085,58.1290322580645,14.5161290322581,287.666129032258
19.239,57.2492668621701,14.0273704789834,287.177370478983
19.395,59.0087976539589,15.0048875855327,288.154887585533
19.551,59.0087976539589,15.0048875855327,288.154887585533
19.706,59.8885630498534,15.4936461388074,288.643646138807
19.863,57.2492668621701,14.0273704789834,287.177370478983
20.003,58.1290322580645,14.5161290322581,287.666129032258
20.16,56.3695014662757,13.5386119257087,286.688611925709
20.315,57.2492668621701,14.0273704789834,287.177370478983
20.456,57.2492668621701,14.0273704789834,287.177370478983
20.595,59.0087976539589,15.0048875855327,288.154887585533
20.738,56.3695014662757,13.5386119257087,286.688611925709
20.879,57.2492668621701,14.0273704789834,287.177370478983
21.019,57.2492668621701,14.0273704789834,287.177370478983
21.16,57.2492668621701,14.0273704789834,287.177370478983
21.301,57.2492668621701,14.0273704789834,287.177370478983
21.444,58.1290322580645,14.5161290322581,287.666129032258
21.585,59.0087976539589,15.0048875855327,288.154887585533
21.727,59.8885630498534,15.4936461388074,288.643646138807
21.868,59.0087976539589,15.0048875855327,288.154887585533
22.008,59.0087976539589,15.0048875855327,288.154887585533
22.15,59.0087976539589,15.0048875855327,288.154887585533
22.32,57.2492668621701,14.0273704789834,287.177370478983
22.459,55.4897360703812,13.049853372434,286.199853372434
22.617,57.2492668621701,14.0273704789834,287.177370478983
22.772,59.0087976539589,15.0048875855327,288.154887585533
22.91,59.0087976539589,15.0048875855327,288.154887585533
23.053,57.2492668621701,14.0273704789834,287.177370478983
23.208,59.8885630498534,15.4936461388074,288.643646138807
23.345,59.8885630498534,15.4936461388074,288.643646138807
23.504,59.8885630498534,15.4936461388074,288.643646138807
23.644,59.8885630498534,15.4936461388074,288.643646138807
23.788,59.8885630498534,15.4936461388074,288.643646138807
23.942,59.8885630498534,15.4936461388074,288.643646138807
24.097,57.2492668621701,14.0273704789834,287.177370478983
24.239,58.1290322580645,14.5161290322581,287.666129032258
24.378,59.0087976539589,15.0048875855327,288.154887585533
24.521,59.8885630498534,15.4936461388074,288.643646138807
24.659,59.8885630498534,15.4936461388074,288.643646138807
24.8,59.8885630498534,15.4936461388074,288.643646138807
24.959,59.8885630498534,15.4936461388074,288.643646138807
25.098,59.8885630498534,15.4936461388074,288.643646138807
25.237,58.1290322580645,14.5161290322581,287.666129032258
25.393,57.2492668621701,14.0273704789834,287.177370478983
25.532,56.3695014662757,13.5386119257087,286.688611925709
25.69,56.3695014662757,13.5386119257087,286.688611925709
25.862,59.8885630498534,15.4936461388074,288.643646138807
26.019,59.8885630498534,15.4936461388074,288.643646138807
26.205,59.0087976539589,15.0048875855327,288.154887585533
26.347,59.0087976539589,15.0048875855327,288.154887585533
26.487,59.0087976539589,15.0048875855327,288.154887585533
26.628,55.4897360703812,13.049853372434,286.199853372434
26.771,56.3695014662757,13.5386119257087,286.688611925709
26.925,58.1290322580645,14.5161290322581,287.666129032258
27.064,59.8885630498534,15.4936461388074,288.643646138807
27.204,59.0087976539589,15.0048875855327,288.154887585533
27.344,59.0087976539589,15.0048875855327,288.154887585533
27.486,59.0087976539589,15.0048875855327,288.154887585533
27.624,59.0087976539589,15.0048875855327,288.154887585533
27.766,57.2492668621701,14.0273704789834,287.177370478983
27.906,58.1290322580645,14.5161290322581,287.666129032258
28.048,56.3695014662757,13.5386119257087,286.688611925709
28.203,59.8885630498534,15.4936461388074,288.643646138807
28.344,59.0087976539589,15.0048875855327,288.154887585533
28.486,58.1290322580645,14.5161290322581,287.666129032258
28.627,57.2492668621701,14.0273704789834,287.177370478983
28.782,59.0087976539589,15.0048875855327,288.154887585533
28.926,56.3695014662757,13.5386119257087,286.688611925709
29.082,59.0087976539589,15.0048875855327,288.154887585533
29.221,59.8885630498534,15.4936461388074,288.643646138807
29.363,59.0087976539589,15.0048875855327,288.154887585533
29.502,59.0087976539589,15.0048875855327,288.154887585533
29.643,59.8885630498534,15.4936461388074,288.643646138807
29.8,59.0087976539589,15.0048875855327,288.154887585533
29.953,59.8885630498534,15.4936461388074,288.643646138807
30.096,59.0087976539589,15.0048875855327,288.154887585533
30.249,57.2492668621701,14.0273704789834,287.177370478983
30.405,56.3695014662757,13.5386119257087,286.688611925709
30.548,57.2492668621701,14.0273704789834,287.177370478983
30.688,56.3695014662757,13.5386119257087,286.688611925709
30.875,59.8885630498534,15.4936461388074,288.643646138807
31.016,59.0087976539589,15.0048875855327,288.154887585533
31.171,59.8885630498534,15.4936461388074,288.643646138807
31.325,57.2492668621701,14.0273704789834,287.177370478983
31.468,56.3695014662757,13.5386119257087,286.688611925709
31.607,57.2492668621701,14.0273704789834,287.177370478983
31.748,57.2492668621701,14.0273704789834,287.177370478983
31.92,59.0087976539589,15.0048875855327,288.154887585533
32.06,59.0087976539589,15.0048875855327,288.154887585533
32.201,59.0087976539589,15.0048875855327,288.154887585533
32.358,59.0087976539589,15.0048875855327,288.154887585533
32.499,59.0087976539589,15.0048875855327,288.154887585533
32.643,56.3695014662757,13.5386119257087,286.688611925709
32.782,58.1290322580645,14.5161290322581,287.666129032258
32.924,56.3695014662757,13.5386119257087,286.688611925709
33.097,59.0087976539589,15.0048875855327,288.154887585533
33.236,59.0087976539589,15.0048875855327,288.154887585533
33.379,59.0087976539589,15.0048875855327,288.154887585533
33.535,59.8885630498534,15.4936461388074,288.643646138807
33.674,59.0087976539589,15.0048875855327,288.154887585533
33.831,59.8885630498534,15.4936461388074,288.643646138807
33.969,59.8885630498534,15.4936461388074,288.643646138807
34.128,59.8885630498534,15.4936461388074,288.643646138807
34.266,58.1290322580645,14.5161290322581,287.666129032258
34.406,56.3695014662757,13.5386119257087,286.688611925709
34.578,59.0087976539589,15.0048875855327,288.154887585533
34.718,58.1290322580645,14.5161290322581,287.666129032258
34.857,59.0087976539589,15.0048875855327,288.154887585533
34.999,56.3695014662757,13.5386119257087,286.688611925709
35.153,59.0087976539589,15.0048875855327,288.154887585533
35.31,59.0087976539589,15.0048875855327,288.154887585533
35.482,56.3695014662757,13.5386119257087,286.688611925709
35.637,59.0087976539589,15.0048875855327,288.154887585533
35.809,59.8885630498534,15.4936461388074,288.643646138807
35.982,57.2492668621701,14.0273704789834,287.177370478983
36.152,59.0087976539589,15.0048875855327,288.154887585533
36.306,59.0087976539589,15.0048875855327,288.154887585533
36.478,58.1290322580645,14.5161290322581,287.666129032258
36.633,59.0087976539589,15.0048875855327,288.154887585533
36.79,59.8885630498534,15.4936461388074,288.643646138807
36.946,59.8885630498534,15.4936461388074,288.643646138807
37.102,57.2492668621701,14.0273704789834,287.177370478983
37.259,56.3695014662757,13.5386119257087,286.688611925709
37.398,56.3695014662757,13.5386119257087,286.688611925709
37.537,56.3695014662757,13.5386119257087,286.688611925709
37.694,58.1290322580645,14.5161290322581,287.666129032258
37.836,56.3695014662757,13.5386119257087,286.688611925709
37.976,57.2492668621701,14.0273704789834,287.177370478983
38.116,56.3695014662757,13.5386119257087,286.688611925709
38.273,58.1290322580645,14.5161290322581,287.666129032258
38.429,59.0087976539589,15.0048875855327,288.154887585533
38.582,59.8885630498534,15.4936461388074,288.643646138807
38.741,57.2492668621701,14.0273704789834,287.177370478983
38.897,58.1290322580645,14.5161290322581,287.666129032258
39.053,58.1290322580645,14.5161290322581,287.666129032258
39.209,59.0087976539589,15.0048875855327,288.154887585533
39.349,59.8885630498534,15.4936461388074,288.643646138807
39.49,59.0087976539589,15.0048875855327,288.154887585533
39.63,59.0087976539589,15.0048875855327,288.154887585533
39.787,59.8885630498534,15.4936461388074,288.643646138807
39.946,59.0087976539589,15.0048875855327,288.154887585533
40.086,59.8885630498534,15.4936461388074,288.643646138807
40.241,59.8885630498534,15.4936461388074,288.643646138807
40.384,59.8885630498534,15.4936461388074,288.643646138807
40.524,59.8885630498534,15.4936461388074,288.643646138807
40.666,59.0087976539589,15.0048875855327,288.154887585533
40.822,59.8885630498534,15.4936461388074,288.643646138807
40.964,59.8885630498534,15.4936461388074,288.643646138807
41.104,59.0087976539589,15.0048875855327,288.154887585533
41.259,59.8885630498534,15.4936461388074,288.643646138807
41.415,57.2492668621701,14.0273704789834,287.177370478983
41.556,57.2492668621701,14.0273704789834,287.177370478983
41.728,59.0087976539589,15.0048875855327,288.154887585533
41.868,58.1290322580645,14.5161290322581,287.666129032258
42.011,56.3695014662757,13.5386119257087,286.688611925709
42.168,59.0087976539589,15.0048875855327,288.154887585533
42.31,55.4897360703812,13.049853372434,286.199853372434
